expert_kind,M,stage,median_ms,mean_ms,min_ms,p95_ms,achieved_tflops,achieved_gbps,compute_util,mem_bw_util,experts_used,rotation_ok
routed,65536,full_chain,258.615646,259.818062,250.263107,269.166046,19.1345,12.7476,0.2944,0.0398,5,True
routed,131072,w13_gemm,375.325806,374.399769,351.597687,393.814117,17.5769,7.2862,0.2704,0.0228,2,True
routed,131072,silu_and_mul,6.3564,6.326442,6.190944,6.384864,0.2112,253.3844,0.0032,0.7918,2,True
routed,131072,w2_gemm,155.099953,155.343811,149.981339,159.816071,21.2672,14.0081,0.3272,0.0438,2,True
routed,131072,full_chain,534.971985,534.983854,510.023712,554.586182,18.4999,12.1837,0.2846,0.0381,2,True
routed,262144,w13_gemm,756.792084,754.416172,722.506958,784.640625,17.4343,7.1605,0.2682,0.0224,1,True
routed,262144,silu_and_mul,12.755408,12.737013,12.574752,12.76784,0.2104,252.538,0.0032,0.7892,1,True
routed,262144,w2_gemm,320.113495,319.427926,301.737976,325.501343,20.6085,13.4956,0.3171,0.0422,1,True
routed,262144,full_chain,1090.886353,1088.188865,1053.581787,1114.29541,18.1448,11.8806,0.2792,0.0371,1,True
shared,1,w13_gemm,0.25064,0.252051,0.248768,0.251904,0.2008,200.8942,0.0031,0.6278,75,True
shared,1,silu_and_mul,0.019408,0.020204,0.018496,0.026848,0.0005,0.6331,0.0,0.002,75,True
shared,1,w2_gemm,0.130448,0.130985,0.128992,0.131424,0.1929,193.044,0.003,0.6033,75,True
shared,1,full_chain,0.382656,0.383021,0.379808,0.38432,0.1973,197.427,0.003,0.617,75,True
shared,2,w13_gemm,0.280032,0.281876,0.27648,0.282112,0.3595,179.8816,0.0055,0.5621,75,True
shared,2,silu_and_mul,0.01944,0.020124,0.018432,0.026272,0.0011,1.2642,0.0,0.004,75,True
shared,2,w2_gemm,0.141152,0.132696,0.113216,0.14352,0.3566,178.521,0.0055,0.5579,75,True
shared,2,full_chain,0.339984,0.34052,0.335584,0.343936,0.4442,222.351,0.0068,0.6948,75,True
shared,4,w13_gemm,0.229376,0.231775,0.224832,0.232864,0.8777,219.7857,0.0135,0.6868,75,True
shared,4,silu_and_mul,0.019648,0.020543,0.018432,0.02768,0.0021,2.5016,0.0,0.0078,75,True
shared,4,w2_gemm,0.115344,0.116239,0.114272,0.118976,0.8727,218.7488,0.0134,0.6836,75,True
shared,4,full_chain,0.346096,0.346588,0.340928,0.350208,0.8727,218.7083,0.0134,0.6835,75,True
shared,8,w13_gemm,0.231552,0.234042,0.22704,0.235104,1.7389,218.0741,0.0268,0.6815,75,True
shared,8,silu_and_mul,0.01952,0.020529,0.018432,0.026656,0.0042,5.0361,0.0001,0.0157,75,True
shared,8,w2_gemm,0.11656,0.117091,0.114688,0.118816,1.7272,217.029,0.0266,0.6782,75,True
shared,8,full_chain,0.346368,0.347059,0.341248,0.350048,1.744,219.1042,0.0268,0.6847,75,True
shared,16,w13_gemm,0.236256,0.238099,0.231424,0.239744,3.4086,214.4256,0.0524,0.6701,75,True
shared,16,silu_and_mul,0.02,0.020863,0.018496,0.03072,0.0082,9.8304,0.0001,0.0307,75,True
shared,16,w2_gemm,0.118672,0.11908,0.116736,0.120832,3.393,214.271,0.0522,0.6696,75,True
shared,16,full_chain,0.355136,0.355928,0.350208,0.360448,3.4019,214.802,0.0523,0.6713,75,True
shared,32,w13_gemm,0.271376,0.273978,0.266816,0.27856,5.935,187.8833,0.0913,0.5871,75,True
shared,32,silu_and_mul,0.01976,0.020154,0.018432,0.025216,0.0166,19.8996,0.0003,0.0622,75,True
shared,32,w2_gemm,0.143136,0.143333,0.139936,0.145216,5.6262,179.4804,0.0866,0.5609,75,True
shared,32,full_chain,0.416864,0.418033,0.411424,0.425024,5.7962,184.8812,0.0892,0.5778,75,True
shared,64,w13_gemm,0.276544,0.279554,0.270336,0.29616,11.6481,186.742,0.1792,0.5836,75,True
shared,64,silu_and_mul,0.01952,0.020036,0.018432,0.026528,0.0336,40.2885,0.0005,0.1259,75,True
shared,64,w2_gemm,0.144112,0.145096,0.141408,0.147264,11.1761,181.903,0.1719,0.5684,75,True
shared,64,full_chain,0.426624,0.429417,0.419328,0.44032,11.3273,184.3384,0.1743,0.5761,75,True
shared,128,w13_gemm,0.299152,0.300495,0.290112,0.313472,21.5357,177.0106,0.3313,0.5532,75,True
shared,128,silu_and_mul,0.01992,0.020188,0.018464,0.021536,0.0658,78.959,0.001,0.2467,75,True
shared,128,w2_gemm,0.184304,0.18462,0.178144,0.188832,17.4778,147.924,0.2689,0.4623,75,True
shared,128,full_chain,0.525536,0.520674,0.498368,0.53248,18.3907,155.6295,0.2829,0.4863,75,True
shared,256,w13_gemm,0.612624,0.622152,0.583264,0.700384,21.0323,90.7156,0.3236,0.2835,75,True
shared,256,silu_and_mul,0.024928,0.025598,0.024512,0.027264,0.1052,126.1926,0.0016,0.3944,75,True
shared,256,w2_gemm,0.396464,0.402691,0.393184,0.421856,16.2498,74.055,0.25,0.2314,75,True
shared,256,full_chain,1.143328,1.135958,1.04672,1.193184,16.9068,77.0386,0.2601,0.2407,75,True
shared,512,w13_gemm,1.21008,1.09673,0.854176,1.38144,21.296,50.259,0.3276,0.1571,75,True
shared,512,silu_and_mul,0.030704,0.030843,0.029536,0.032,0.1708,204.9067,0.0026,0.6403,75,True
shared,512,w2_gemm,0.682032,0.696162,0.678688,0.718976,18.8919,49.1977,0.2906,0.1537,75,True
shared,512,full_chain,2.000896,1.976232,1.910784,2.007456,19.3213,50.3091,0.2973,0.1572,75,True
shared,1024,w13_gemm,3.319808,3.152679,2.377472,3.424416,15.5249,21.4781,0.2388,0.0671,75,True
shared,1024,silu_and_mul,0.055344,0.055733,0.055136,0.056416,0.1895,227.3582,0.0029,0.7105,75,True
shared,1024,w2_gemm,1.078496,1.148018,1.032128,1.404,23.8942,38.8903,0.3676,0.1215,75,True
shared,1024,full_chain,4.337776,4.323564,4.14512,4.34576,17.8248,29.0077,0.2742,0.0906,75,True
shared,2048,w13_gemm,4.976992,5.03081,4.530176,5.241568,20.7111,18.5403,0.3186,0.0579,75,True
shared,2048,silu_and_mul,0.10256,0.103158,0.101216,0.104448,0.2045,245.3766,0.0031,0.7668,75,True
shared,2048,w2_gemm,2.099216,2.1304,2.094944,2.236256,24.5518,27.9725,0.3777,0.0874,75,True
shared,2048,full_chain,7.11672,7.176703,6.94656,7.692128,21.7291,24.7531,0.3343,0.0774,75,True
shared,4096,w13_gemm,8.5776,8.553921,8.411232,8.86784,24.0345,15.6475,0.3698,0.0489,56,True
shared,4096,silu_and_mul,0.200032,0.20052,0.198208,0.202816,0.2097,251.618,0.0032,0.7863,56,True
shared,4096,w2_gemm,4.225696,4.330751,4.159488,4.997024,24.3934,21.8366,0.3753,0.0682,56,True
shared,4096,full_chain,12.827808,12.925271,12.795776,13.09696,24.1101,21.58,0.3709,0.0674,56,True
shared,8192,w13_gemm,17.215488,17.312013,16.835552,18.534271,23.9503,12.669,0.3685,0.0396,33,True
shared,8192,silu_and_mul,0.3952,0.39521,0.392,0.39728,0.2123,254.7148,0.0033,0.796,33,True
shared,8192,w2_gemm,8.498016,8.498897,8.484832,8.503744,24.2596,18.7554,0.3732,0.0586,33,True
shared,8192,full_chain,25.944753,26.066544,25.849695,26.4928,23.8414,18.4296,0.3668,0.0576,33,True
shared,16384,w13_gemm,42.177616,42.417052,40.640545,44.480545,19.5515,9.1488,0.3008,0.0286,18,True
shared,16384,silu_and_mul,0.778032,0.776682,0.768736,0.783296,0.2156,258.7639,0.0033,0.8086,18,True
