expert_kind,M,stage,median_ms,mean_ms,min_ms,p95_ms,achieved_tflops,achieved_gbps,compute_util,mem_bw_util,experts_used,rotation_ok
routed,4096,silu_and_mul,0.029184,0.029452,0.026624,0.03072,0.5389,646.7368,0.0015,0.7485,48,True
routed,4096,w2_gemm,0.080896,0.081616,0.0768,0.084992,159.2774,324.0506,0.44,0.3751,48,True
routed,4096,full_chain,0.229376,0.230364,0.223232,0.237568,168.5897,352.0,0.4657,0.4074,48,True
routed,8192,w13_gemm,0.241664,0.242895,0.236544,0.246784,213.2697,269.0169,0.5891,0.3114,48,True
routed,8192,silu_and_mul,0.05376,0.05417,0.052224,0.05632,0.5851,702.1714,0.0016,0.8127,48,True
routed,8192,w2_gemm,0.145408,0.14582,0.140384,0.149504,177.2241,338.9296,0.4896,0.3923,48,True
routed,8192,full_chain,0.395264,0.396595,0.387072,0.40448,195.6689,384.6632,0.5405,0.4452,48,True
routed,16384,w13_gemm,0.488448,0.488924,0.48128,0.495616,211.0342,253.3166,0.583,0.2932,48,True
routed,16384,silu_and_mul,0.113152,0.113398,0.108544,0.116736,0.556,667.2217,0.0015,0.7722,48,True
routed,16384,w2_gemm,0.301056,0.301588,0.293888,0.305152,171.1961,316.9524,0.4729,0.3668,48,True
routed,16384,full_chain,0.920064,0.901407,0.842752,0.927744,168.1206,320.2493,0.4644,0.3707,48,True
routed,32768,w13_gemm,0.903168,0.94675,0.878592,1.014784,228.2614,267.0295,0.6306,0.3091,48,True
routed,32768,silu_and_mul,0.229376,0.22952,0.22528,0.232448,0.5486,658.2857,0.0015,0.7619,48,True
routed,32768,w2_gemm,0.584192,0.587798,0.566272,0.612416,176.4475,321.2901,0.4874,0.3719,48,True
routed,32768,full_chain,1.94816,1.958871,1.90464,2.052096,158.7978,297.6462,0.4387,0.3445,48,True
routed,65536,w13_gemm,2.131968,2.047263,1.77152,2.2016,193.3973,223.293,0.5342,0.2584,46,True
routed,65536,silu_and_mul,0.45568,0.456152,0.451584,0.459776,0.5523,662.7236,0.0015,0.767,46,True
routed,65536,w2_gemm,1.292288,1.275515,1.127424,1.435648,159.5298,288.0507,0.4407,0.3334,46,True
routed,65536,full_chain,3.812864,3.846287,3.7888,4.092928,162.2735,301.6861,0.4483,0.3492,46,True
routed,131072,w13_gemm,4.330496,4.299262,3.979168,4.424704,190.4248,218.4081,0.526,0.2528,23,True
routed,131072,silu_and_mul,0.914944,0.915788,0.907264,0.924672,0.5501,660.1276,0.0015,0.764,23,True
routed,131072,w2_gemm,2.833408,2.729103,2.16576,2.870272,145.5198,261.6436,0.402,0.3028,23,True
routed,131072,full_chain,7.746048,7.798886,7.528448,8.365056,159.7529,295.7816,0.4413,0.3423,23,True
routed,262144,w13_gemm,8.733184,8.751882,8.725504,8.921088,188.8506,215.8823,0.5217,0.2499,11,False
routed,262144,silu_and_mul,1.839104,1.84118,1.82688,1.857536,0.5473,656.8196,0.0015,0.7602,11,False
routed,262144,w2_gemm,5.702144,5.673062,4.883456,5.707776,144.6182,259.471,0.3995,0.3003,11,False
routed,262144,full_chain,16.18688,16.119544,15.183872,17.00864,152.8959,282.5029,0.4224,0.327,11,False
routed,524288,w13_gemm,17.600512,17.937367,17.596416,19.265535,187.4113,213.8795,0.5177,0.2475,5,False
routed,524288,silu_and_mul,3.695104,3.694305,3.664896,3.712,0.5448,653.8163,0.0015,0.7567,5,False
routed,524288,w2_gemm,11.368448,11.375165,11.364352,11.375616,145.0741,260.0122,0.4008,0.3009,5,False
routed,524288,full_chain,32.02099,32.152391,29.978624,33.910786,154.5803,285.3204,0.427,0.3302,5,False
routed,1048576,w13_gemm,36.703232,36.830067,35.105793,38.427647,179.7408,204.9543,0.4965,0.2372,2,False
routed,1048576,silu_and_mul,7.40864,7.40602,7.33184,7.45472,0.5435,652.1896,0.0015,0.7548,2,False
routed,1048576,w2_gemm,23.015936,23.699538,22.711296,24.997889,143.3153,256.7232,0.3959,0.2971,2,False
routed,1048576,full_chain,64.816128,65.096479,62.652416,67.816444,152.7341,281.767,0.4219,0.3261,2,False
routed,2097152,w13_gemm,74.556927,74.447258,70.417412,77.765633,176.9673,201.7073,0.4889,0.2335,1,False
routed,2097152,silu_and_mul,14.812672,14.813987,14.715904,14.880768,0.5437,652.3925,0.0015,0.7551,1,False
routed,2097152,w2_gemm,47.33696,47.805706,46.018559,49.99168,139.364,249.5789,0.385,0.2889,1,False
routed,2097152,full_chain,131.466751,131.32972,128.575485,133.211136,150.6028,277.7635,0.416,0.3215,1,False
