expert_kind,M,stage,median_ms,mean_ms,min_ms,p95_ms,achieved_tflops,achieved_gbps,compute_util,mem_bw_util,experts_used,rotation_ok
routed,1,w13_gemm,0.042496,0.044421,0.04096,0.058368,0.2714,271.6506,0.0039,0.4528,26,True
routed,1,silu_and_mul,0.02048,0.021711,0.019456,0.023584,0.0003,0.4125,0.0,0.0007,26,True
routed,1,w2_gemm,0.03584,0.037923,0.033792,0.04608,0.1609,161.1071,0.0023,0.2685,26,True
routed,1,full_chain,0.069632,0.073461,0.068608,0.104448,0.2486,248.8309,0.0036,0.4147,26,True
routed,2,w13_gemm,0.043008,0.04524,0.04096,0.059392,0.5364,268.6429,0.0077,0.4477,26,True
routed,2,silu_and_mul,0.02048,0.020808,0.019456,0.023552,0.0007,0.825,0.0,0.0014,26,True
routed,2,w2_gemm,0.043008,0.043748,0.04096,0.047104,0.2682,134.4167,0.0038,0.224,26,True
routed,2,full_chain,0.077824,0.078785,0.075776,0.089088,0.4448,222.9605,0.0064,0.3716,26,True
routed,4,w13_gemm,0.043008,0.045364,0.04096,0.057344,1.0728,269.0952,0.0153,0.4485,26,True
routed,4,silu_and_mul,0.02048,0.022486,0.019456,0.03072,0.0014,1.65,0.0,0.0028,26,True
routed,4,w2_gemm,0.04608,0.048191,0.044032,0.053248,0.5006,125.7556,0.0072,0.2096,26,True
routed,4,full_chain,0.079872,0.083476,0.078848,0.110592,0.8668,217.8718,0.0124,0.3631,26,True
routed,8,w13_gemm,0.043008,0.044134,0.033792,0.055296,2.1455,270.0,0.0307,0.45,26,True
routed,8,silu_and_mul,0.02048,0.022099,0.019456,0.03072,0.0028,3.3,0.0,0.0055,26,True
routed,8,w2_gemm,0.04608,0.047311,0.044032,0.054272,1.0012,126.3556,0.0143,0.2106,26,True
routed,8,full_chain,0.079872,0.08282,0.078848,0.100352,1.7336,219.1282,0.0248,0.3652,26,True
routed,16,w13_gemm,0.043008,0.044319,0.04096,0.05632,4.291,271.8095,0.0613,0.453,26,True
routed,16,silu_and_mul,0.02048,0.022262,0.019456,0.028672,0.0055,6.6,0.0001,0.011,26,True
routed,16,w2_gemm,0.04608,0.047718,0.044032,0.05632,2.0025,127.5556,0.0286,0.2126,26,True
routed,16,full_chain,0.080896,0.082797,0.078848,0.099328,3.4234,218.8354,0.0489,0.3647,26,True
routed,32,w13_gemm,0.041984,0.044605,0.039936,0.059392,8.7914,282.1463,0.1256,0.4702,26,True
routed,32,silu_and_mul,0.02048,0.022486,0.019456,0.026688,0.011,13.2,0.0002,0.022,26,True
routed,32,w2_gemm,0.0384,0.039752,0.036864,0.048128,4.806,155.9467,0.0687,0.2599,26,True
routed,32,full_chain,0.072672,0.075675,0.070656,0.106496,7.6216,249.1237,0.1089,0.4152,26,True
routed,64,w13_gemm,0.041984,0.043766,0.039936,0.054272,17.5828,289.561,0.2512,0.4826,26,True
routed,64,silu_and_mul,0.020496,0.021832,0.019456,0.027648,0.022,26.3794,0.0003,0.044,26,True
routed,64,w2_gemm,0.047104,0.049091,0.045056,0.058368,7.8358,131.8261,0.1119,0.2197,26,True
routed,64,full_chain,0.082944,0.085893,0.079872,0.11264,13.3554,227.9506,0.1908,0.3799,26,True
routed,128,w13_gemm,0.047104,0.047353,0.04608,0.053248,31.3433,271.3043,0.4478,0.4522,26,True
routed,128,silu_and_mul,0.02048,0.022207,0.019456,0.027648,0.044,52.8,0.0006,0.088,26,True
routed,128,w2_gemm,0.037888,0.039706,0.03584,0.050176,19.4837,175.5676,0.2783,0.2926,26,True
routed,128,full_chain,0.077824,0.081839,0.074752,0.103424,28.468,263.579,0.4067,0.4393,26,True
routed,256,w13_gemm,0.069632,0.070164,0.068608,0.070656,42.4056,201.4118,0.6058,0.3357,26,True
routed,256,silu_and_mul,0.020512,0.021384,0.019456,0.026624,0.0879,105.4353,0.0013,0.1757,26,True
routed,256,w2_gemm,0.038912,0.040285,0.037888,0.052224,37.9419,193.6842,0.542,0.3228,26,True
routed,256,full_chain,0.106496,0.106516,0.104448,0.10752,41.6071,222.7692,0.5944,0.3713,26,True
routed,512,w13_gemm,0.167936,0.168696,0.167936,0.16896,35.1657,98.3415,0.5024,0.1639,26,True
routed,512,silu_and_mul,0.022528,0.023406,0.02048,0.026624,0.16,192.0,0.0023,0.32,26,True
routed,512,w2_gemm,0.065536,0.066049,0.064512,0.06656,45.056,142.0,0.6437,0.2367,26,True
routed,512,full_chain,0.236544,0.236892,0.234496,0.237568,37.4644,127.4459,0.5352,0.2124,26,True
routed,1024,w13_gemm,0.20992,0.210084,0.207872,0.210944,56.2651,102.4,0.8038,0.1707,26,True
routed,1024,silu_and_mul,0.027648,0.028427,0.026624,0.03072,0.2607,312.8889,0.0037,0.5215,26,True
routed,1024,w2_gemm,0.115712,0.116408,0.115712,0.116736,51.0369,111.0088,0.7291,0.185,26,True
